star,132.99059353223714,0.0,0.0015392429806971892,0.0
planet,149555723526.7345,2571264000.0,-512.459181313735,29760.0
star,398.9915582864325,2.286805020823186,0.003078714869840224,2.646765070397206e-05
planet,149467163995.62988,5141766655.466686,-1024.9945729699728,29751.188141975537
star,797.9834649719011,9.148584062312018,0.004617961882933664,7.941873890612076e-05
planet,149334327875.26752,7710746167.758083,-1537.455096786813,29733.559170039312
star,1329.9076128119395,22.874202034199534,0.006156529488889336,0.0001588613191190685
planet,149157234708.8594,10277440506.543379,-2049.689426019715,29707.110402607585
star,1994.6659762572572,45.75254907025313,0.007693962539876362,0.00026479568328765737
planet,148935917131.989,12841087633.09394,-2561.5460285923823,29671.84174248335
star,2792.1211630165585,80.07186740705527,0.00922980540230673,0.0003972143326018765
planet,148670420886.58405,15400925724.38513,-3072.873210705708,29627.755686240624
star,3722.096383499789,128.11907601229896,0.010763602088926278,0.0005561019514495797
planet,148360804831.08966,17956193397.947376,-3583.519160814739,29574.85733289637
star,4784.37543176682,192.17909315096858,0.01229489639197952,0.0007414353835494168
planet,148007140946.81125,20506129937.40378,-4093.3319939631574,29513.15439185653
star,5978.702678071505,274.5341570812435,0.013823232017415334,0.0009531836103041083
planet,147609514340.39673,23049975518.630398,-4602.159796464296,29442.65719012286
star,7304.7830730880705,377.4631450754014,0.015348152720099142,0.0011913077314138648
planet,147168023242.42947,25586971436.474163,-5109.850670917239,29363.378678747296
star,8762.2821639037,503.24089096440173,0.0168692024399957,0.001455760947789355
planet,146682779002.10388,28116360331.962353,-5616.2527815460735,29275.334438520724
star,10350.826121857945,654.137501408198,0.018385925439285244,0.0017464885468031978
planet,146153906077.95685,30637386419.93626,-6121.214399849884,29178.542684883192
star,12070.001782306286,832.4176710971533,0.019897866440374317,0.0020634278899184636
planet,145581542024.62927,33149295717.040752,-6624.5839505506,29073.02427204275
star,13919.35669638164,1040.3399970932096,0.02140457076476103,0.002406508402732132
planet,144965837475.63318,35651336270.00023,-7126.210057825328,28958.802696290262
star,15898.399194824065,1280.1562925226922,0.022905584472713264,0.0027756515674708625
planet,144306956122.10086,38142758384.110435,-7625.941591809317,28835.904098497802
star,18006.598463945185,1554.1108998358013,0.024400454503716685,0.0031707709179758002
planet,143605074687.49417,40622814851.87455,-8123.627715355236,28704.35726578835
star,20243.38463378999,1864.440003850955,0.025888728817648178,0.003591772037212427
planet,142860382898.25284,43090761181.71087,-8619.117931033948,28564.19363236483
star,22608.14887855471,2213.3709448051954,0.027369956536628756,0.0040385525573407455
planet,142073083450.3624,45545855826.65852,-9112.26212836151,28415.447279486754
star,25100.243529315456,2603.1215316348494,0.02884368808750863,0.004511002162380255
planet,141243391971.82355,47987360413.00649,-9602.910631236635,28258.154934582974
star,27718.982199117905,3035.899355713539,0.030309475344935752,0.005009002593503356
planet,140371536981.0061,50414539968.77037,-10090.914245572414,28092.35596948934
star,30463.639920474245,3513.901105277464,0.03176687177495764,0.0055324276569898734
planet,139457759840.8722,52826663151.94032,-10576.124307105581,27918.09239780042
star,33333.45329530892,4039.311880770618,0.03321543257910507,0.0060811432348744626
planet,138502314709.05496,55223002478.422775,-11058.392729366195,27735.408871324657
star,36327.62065739028,4614.304511345261,0.03465471483890464,0.00665500729831763
planet,137505468483.7803,57602834549.59744,-11537.572051790126,27544.35267563276
star,39445.30224728047,5241.038872755535,0.03608427766076611,0.007253869923730024
planet,136467500745.62088,59965440279.410614,-12013.515487956298,27344.97372468947
star,42685.62039983119,5921.661206884561,0.03750368232118885,0.007877573311678541
planet,135388703695.07332,62310105120.92452,-12486.076973930183,27137.324554559145
star,46047.65974424792,6658.30344314774,0.03891249241223063,0.008525951808601613
planet,134269382085.9509,64636119292.24214,-12955.111216694631,26921.46031617611
star,49530.467416740314,7453.082522017227,0.04031027398718054,0.009198831931359805
planet,133109853154.58606,66942778001.72572,-13420.473742648659,26697.438767171054
star,53133.05328577125,8308.099720914692,0.041696595706376655,0.009896032394646571
planet,131910446544.83832,69229381672.42691,-13882.02094615444,26465.320262745154
star,56854.39018991178,9225.439982721517,0.04307102898310788,0.010617364141282696
planet,130671504228.90541,71495236165.64539,-14339.6101381123,26225.167745584204
star,60693.41418830386,10207.171247157505,0.044433148129538025,0.011362630375416528
